name,text,party,gender,speech_id
Lord Callanan,"To move that the amendments for the Report stage be marshalled and considered in the following order:Clauses 1 to 5, Schedule 1, Clauses 6 to 9, Clause 16, Schedule 7, Clause 17, Clause 10, Schedule 2, Clause 11, Schedule 3, Clause 14, Schedule 6, Clause 15, Clause 12, Schedule 4, Clause 13, Schedule 5, Clauses 18 and 19, Schedules 8 and 9, Title.Motion agreed.",(Con),male,1
